StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ierc_1a,ierc_1b,ierc_2,ierc_3,ierc_3_3_TEXT,ierc_4,ierc_5,ierc_6,IRIS_1,IRIS_2,IRIS_3,IRIS_4,IRIS_5,IRIS_6,IRIS_7,IRIS_8,IRIS_9,IRIS_10,IRIS_11,IRIS_12,IRIS_13,IRIS_14,IRIS_15,IRIS_16,IRIS_17,IRIS_18,IRIS_19,IRIS_20,IRIS_21,IRIS_22,IRIS_23,IRIS_24,IRIS_25,IRIS_26,IRIS_27,IRIS_28,ier_eff1,ier_eff2,ier_eff3,ier_eff5,ier_eff6,PPASS_1,PPASS_2,PPASS_3,PPASS_4,PPASS_5,PPASS_6,PPASS_7,PPASS_8,PPASS_9,PPASS_10,PPASS_11,PPASS_12,PPASS_13,PPASS_14,PPASS_15,PPASS_16,PPASS_17,PPASS_18,PPASS_19,PPASS_20,PPASS_21,PPASS_22,PPASS_23,PPASS_24,SDT_1,SDT_2,SDT_3,SDT_4,SDT_5,SDT_6,SDT_7,SDT_8,SDT_9,SDT_10,SDT_11,SDT_12,SDT_13,SDT_14,SDT_15,SDT_16,SDT_17,SDT_18,SDT_19,SDT_20,SDT_21,SDT_22,SDT_23,SDT_24,BNSR_1,BNSR_2,BNSR_3,BNSR_4,BNSR_5,BNSR_6,BNSR_7,BNSR_8,BNSR_9,CERQ_1,CERQ_2,CERQ_3,CERQ_4,CERQ_5,CERQ_6,CERQ_7,CERQ_8,CERQ_9,CERQ_10,CERQ_11,CERQ_12,CERQ_13,CERQ_14,CERQ_15,CERQ_16,CERQ_17,CERQ_18,DERS_1,DERS_2,DERS_3,DERS_4,DERS_5,DERS_6,DERS_7,DERS_8,DERS_9,DERS_10,DERS_11,DERS_12,DERS_13,DERS_14,DERS_15,DERS_16,DERS_17,DERS_18,DERS_19,DERS_20,DERS_21,DERS_22,DERS_23,DERS_24,DERS_25,DERS_26,DERS_27,DERS_28,DERS_29,DERS_30,DERS_31,DERS_32,DERS_33,DERS_34,DERS_35,DERS_36,age#1_1,age#2_1,age#3_1,gender,gender_5_TEXT,s_orientation,s_orientation_6_TEXT,relationship,race,home,home_3_TEXT,home_who,home_who_9_TEXT,dependent,first_gen,income,id
3/9/22 17:55,3/9/22 18:11,0,100,975,1,3/9/22 18:11,R_2395mX7TWCjxOoT,anonymous,EN,I was going through a rough time with my boyfriend and it went on for awhile.,I was sad and upset.,"My mom told me to stay calm and to just ""Let him be"". She told me not to be chasing no man and to focus on me. She had also said if he really loves me he'd come back to fix our problems together.",1,9999,Just my mom,1,2,9,9,1,9,9,9,1,9,9,1,9,9,6,9,9,9,9,1,9,1,9,9,1,9,9,1,9,9,7,7,7,7,7,7,7,1,7,1,1,7,7,7,1,1,1,7,7,1,7,3,1,7,1,1,5,7,7,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,7,7,7,1,7,1,7,7,1,5,4,5,2,4,2,1,5,5,2,5,5,2,1,4,2,5,2,5,5,2,1,1,4,5,5,1,5,1,1,5,1,3,5,5,5,1,3,1,5,3,5,1,4,1,1,1,1,3,1,5,2,5,2,8,17,104,2,9999,1,9999,2,"3,4",1,9999,"1,6",9999,1,1,4,55993
3/9/22 18:34,3/9/22 18:51,0,100,1047,1,3/9/22 18:51,R_3OqUkbBTSU8tIkM,anonymous,EN,I got diagnosed with diabetes ,"worried, sad, scared, out of control","I was really worried and scared when I had to take insulin because needles scare me, My dad took one of the insulin needles and poked himself over and over to show me that it doesn't hurt and he was crying because he was worried about me ",2,9999,no one ,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,6,9,9,1,9,9,1,1,9,7,4,7,7,7,5,7,7,7,4,3,7,7,5,3,2,1,6,6,2,6,1,2,6,1,2,2,3,6,4,1,5,2,1,4,3,1,5,1,4,4,3,4,5,2,3,4,5,3,5,2,3,3,5,7,7,1,6,1,5,6,1,4,4,4,1,2,3,5,4,2,2,3,1,5,1,3,5,2,1,5,5,2,1,1,5,5,5,1,5,1,1,5,1,1,1,3,3,1,1,1,5,1,4,1,3,1,1,1,1,1,1,3,1,1,1,8,27,103,2,9999,1,9999,2,6,2,9999,6,9999,1,1,3,57335
3/9/22 19:37,3/9/22 19:53,0,100,954,1,3/9/22 19:53,R_Rwsjn7dav2UdKlb,anonymous,EN,"One of the significant times I got emotional support from my parents was when I was going through my first breakup in Highschool. All the emotions and lost feelings I felt were new for me, so I didn't know how to react or overcome the feeling of breaking up with someone I loved. ",I felt very sad and depressed,"I didn't interact with other people for months because I needed my alone time. However, my parents were the ones that helped me get out of my room and let me see that there are more incredible things I can accomplish than being sad about a boy. ",2,9999,Mother,1,2,7,8,6,7,8,8,6,8,7,4,5,7,5,7,8,8,6,4,6,4,8,5,7,7,7,5,7,8,6,5,6,6,5,6,5,3,4,5,4,4,6,5,2,4,2,5,5,4,5,5,4,5,2,3,3,4,5,3,3,4,2,2,4,4,3,3,2,2,4,3,4,3,2,3,4,2,3,4,3,2,4,4,3,5,4,4,2,5,5,3,4,3,2,4,4,3,4,2,4,1,2,3,4,4,3,2,3,2,3,3,4,4,3,3,2,3,4,4,2,2,4,4,3,4,2,4,4,2,4,2,4,2,4,4,4,3,4,4,3,2,4,4,2,3,10,22,103,2,9999,1,9999,1,1,2,9999,6,9999,1,2,4,58488
3/9/22 20:00,3/9/22 20:13,0,100,765,1,3/9/22 20:13,R_3QPhoskg0t7ixjj,anonymous,EN,I was upset because I was having a hard time with school. I needed reassurance from loved ones,Sad and Anxious,My mother was just saying to pray and that I am almost done with this quarter. She was basically telling me to push through.,1,9999,n/a,2,1,6,5,4,4,1,7,1,3,5,4,5,1,4,5,1,1,4,1,1,1,1,3,1,1,1,1,1,5,4,4,4,4,4,4,3,5,2,6,6,4,4,2,5,4,5,2,4,5,2,4,5,5,5,5,4,2,2,3,3,3,3,3,3,3,3,4,2,3,2,4,4,4,1,4,3,4,1,4,1,3,4,2,3,4,5,3,6,4,2,5,3,4,4,2,4,3,4,4,4,3,2,2,2,1,4,4,3,3,3,3,2,1,3,4,4,5,3,3,2,2,3,2,1,3,3,4,4,3,3,3,3,3,3,4,2,2,3,3,1,3,3,3,3,4,5,3,104,2,9999,1,9999,2,1,2,9999,6,9999,1,1,4,57397
3/9/22 20:10,3/9/22 20:24,0,100,838,1,3/9/22 20:24,R_PSRY55tPWKrThkt,anonymous,EN,I was upset about school because I had no control over whether or not a faculty member replied to me regarding a project which would determine if I would pass or fail the course.,I was stressed out and anxious.,My mother calmed me down by telling me not to worry about it and that it was out of my hands. She also said many comforting words to make me less anxious.,1,9999,Nobody.,2,1,4,9,5,7,6,6,1,6,1,1,7,5,6,6,6,6,7,1,1,3,6,6,3,1,5,1,5,5,6,4,4,5,4,5,5,1,4,1,5,5,6,4,3,5,3,4,4,3,4,3,2,4,3,3,2,3,5,4,2,4,1,5,2,3,2,4,1,4,3,4,2,4,3,4,2,2,3,4,2,4,2,6,5,7,4,6,4,5,6,3,2,2,3,2,4,2,2,3,1,2,1,2,2,2,2,2,1,2,4,4,2,2,2,4,4,4,2,4,2,1,4,3,1,2,3,4,3,3,1,2,2,2,2,3,3,2,2,1,1,3,3,3,2,2,3,27,101,1,9999,1,9999,2,1,2,9999,6,9999,1,2,8,58508
3/9/22 21:02,3/9/22 21:34,0,100,1962,1,3/9/22 21:34,R_2qF4zxLfC4QUjdM,anonymous,EN,"I was upset because my dad was always telling me what to do all my life and after being treated like a dog, I told him he was able to do it himself. ",I was feeling annoyed and used.,"He did not want to understand my feelings, instead twisted my words around. ",1,9999,no one else ,1,2,7,9,7,9,1,1,1,9,9,8,1,3,1,1,1,1,1,3,1,1,9,1,9,1,1,4,7,3,4,3,5,5,3,7,7,1,4,5,6,4,7,2,4,7,3,1,3,7,5,5,6,6,2,5,3,2,2,3,5,3,3,3,4,2,4,4,4,5,4,4,3,4,1,5,3,5,4,5,1,4,2,1,5,5,2,1,7,1,1,7,5,5,5,2,5,5,4,1,4,5,1,1,2,5,4,4,2,2,2,1,5,5,5,1,2,1,5,5,5,5,5,5,4,5,5,5,4,2,4,5,5,2,2,5,2,2,2,1,1,2,2,5,2,5,3,23,104,2,9999,1,9999,1,1,2,9999,6,9999,2,2,5,56130
3/9/22 20:55,3/9/22 21:39,0,100,2668,1,3/9/22 21:39,R_20Y72MXuNsCkKty,anonymous,EN,during my ap exams I was extremely stressed out. I kept worrying about failing and it even came to the point in which I was really upset that on the practice exam I did really bad. ,I was feeling frustrated and angry at myself for not doing well,"They took me out to eat and distract my mind for a little because I was overwhelmed, and they talked about how proud they were and that no matter what happens that i would do good and pass",3,both,nobody else,1,1,9,9,2,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,9,1,9,9,1,9,9,1,9,9,7,7,7,7,7,6,6,3,7,1,7,7,3,7,7,7,1,7,6,7,7,5,4,7,7,1,7,7,7,5,5,1,3,3,4,5,2,2,3,5,4,5,5,3,4,5,3,5,5,5,3,5,2,1,7,7,1,3,1,4,6,5,4,4,5,5,4,4,4,5,2,4,3,3,4,5,5,2,2,3,4,5,5,1,3,5,3,4,5,3,4,2,2,3,2,2,3,3,3,3,3,2,4,3,2,3,4,2,2,2,4,2,3,3,4,5,8,2,104,2,9999,1,9999,2,"3,8",1,9999,1,9999,1,1,8,57497
3/9/22 21:55,3/9/22 22:10,0,100,874,1,3/9/22 22:10,R_3nJbDGrRlqFS6ns,anonymous,EN,"I was invited to go camping with my girlfriend and friend, but they canceled on me the day of saying I couldn't go because my girlfriend's parents are strict. I wish they had told me earlier that I couldn't go. I had also learned that my girlfriend would not have reception so I would not be able to text her for a day. There was a miscommunication somewhere and my girlfriend thought I was upset because she would be alone with her best friend. I was scared her and her best friend thought I didn't trust them and became nervous that my girlfriend would break up with me.","I was sad and angry, but also scared my girlfriend would break up with me.",My mom told me that the thoughts I was having were normal relationship thoughts. I had previously asked for advice from my two best friends but they have never been in relationships so they were making things worse. My mom also told me that my girlfriend would not break up with me over this one thing especially since it was all a misunderstanding. ,1,9999,N/A,1,1,9,9,1,9,9,9,1,9,7,1,9,7,5,9,4,9,9,1,6,1,9,9,1,9,9,1,7,9,7,6,6,7,5,7,6,2,7,1,1,7,7,5,2,2,1,6,7,3,7,3,1,5,1,1,4,5,5,4,2,4,2,3,2,4,1,5,2,4,2,4,2,5,3,4,4,4,2,5,1,4,2,7,7,7,1,5,1,7,6,1,4,4,3,3,4,4,1,2,3,2,2,3,3,2,2,3,4,2,5,5,3,2,1,4,4,5,2,4,1,2,4,2,2,1,3,4,2,2,1,3,2,2,1,3,2,2,1,2,3,2,5,3,4,5,1,17,104,2,9999,2,9999,2,"1,5",1,9999,"1,2,3",9999,1,2,7,57462
3/9/22 22:29,3/9/22 22:36,0,100,405,1,3/9/22 22:36,R_3KUC7q2d8x90g3b,anonymous,EN,When I broke up with my girlfriend,Sad,"She just said that you are not gonna get married to her anyways, why so sad?",1,9999,no one else,1,1,4,5,7,5,6,5,6,5,6,5,6,5,4,6,6,5,5,4,5,4,5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,4,6,6,4,6,6,7,5,7,7,7,6,7,7,6,7,7,7,6,7,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,6,7,5,3,3,3,3,4,4,3,2,4,3,3,4,4,4,3,4,5,4,4,3,3,4,3,2,3,2,3,2,3,4,2,3,3,2,3,2,3,2,2,3,3,2,4,3,2,2,3,3,3,3,2,3,3,2,6,14,104,1,9999,1,9999,1,1,1,9999,"1,2",9999,1,2,3,58243
3/7/22 16:20,3/9/22 23:02,0,100,196944,1,3/9/22 23:02,R_3kv8HWU5A9WMWBY,anonymous,EN,I felt that my mother was not listening to my side of the story and she would ignorantly yell at me for things I believed I didn't do wrong. The lack of communication and refusal to exchange rational opinions made me upset. ,I felt frustrated and hopeless. ,My dad had calmed me down by convincing me that nothing good was to come from arguing and talking in a more gentle tone may help get my point across. He also said I needed to listen and try to not jump on my emotions so quickly. ,2,9999,n/a,1,1,3,8,2,8,8,4,4,8,8,2,5,5,7,7,6,4,7,1,6,1,6,8,3,5,6,6,7,8,5,3,5,5,5,4,3,4,5,5,3,4,5,3,4,7,2,3,4,2,3,4,3,2,2,2,3,4,3,3,4,4,1,3,5,3,2,4,2,3,4,4,3,4,1,3,4,3,2,5,2,2,4,4,4,5,4,4,3,4,4,6,5,3,2,4,4,3,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,5,2,4,4,2,4,4,1,4,2,2,2,4,4,2,2,4,4,4,2,4,2,4,4,8,11,104,2,9999,1,9999,2,1,2,9999,"1,2,6",9999,1,2,8,57784
3/9/22 23:53,3/10/22 0:09,0,100,905,1,3/10/22 0:09,R_2dnHTmhrlN7dO1S,anonymous,EN,"Oftentimes I don't try to express my emotions to my parents, I just keep it to myself or sometimes tell my friends what I am feeling but never my parents. I was upset because work and school were stressing me out and it was just really changing my emotions and wasn't making me feel good. ","I was sad and anxious, just nervous about my school classes and work. Worried about passing, getting good grades on my finals, and I was working a lot so I was stressing about finishing everything I had to do. ","My parents just tried giving me advice, even though they didn't know what it was about. They didn't know why I was feeling bad, but they still tried helping me. They said I could come to them if I ever needed to talk or if I needed help with anything. ",1,9999,No one,1,2,7,8,4,8,5,9,1,7,6,1,7,6,5,8,1,9,7,2,7,2,9,7,6,5,8,1,9,9,5,5,6,4,5,5,4,6,4,7,7,1,3,5,7,7,5,2,5,4,1,4,4,3,4,2,4,3,4,3,5,2,4,3,4,3,3,2,3,2,4,3,2,3,2,2,5,1,2,4,1,2,4,3,3,5,4,4,7,4,3,4,3,2,3,3,2,4,2,1,3,4,2,5,3,3,3,4,4,2,2,4,2,4,3,2,3,4,4,4,1,5,4,1,1,2,1,4,2,2,4,3,2,4,3,3,4,2,2,2,3,3,4,2,4,3,8,26,104,1,9999,1,9999,1,5,1,9999,"1,2,3",9999,2,2,7,57896
3/10/22 1:00,3/10/22 1:32,0,100,1938,1,3/10/22 1:32,R_3kCaHH2ja5nZAXH,anonymous,EN,had to cancel a plan that was planned over a month ,I was sad and a little angry ,My parents talked to me and tried and explain why I wasn't able to go. It helped me understand and helped me manage my emotions ,1,9999,9999,1,2,3,9,3,9,9,8,5,7,8,3,6,7,5,6,5,6,5,4,5,5,4,1,4,5,3,1,4,6,5,4,5,5,5,5,5,2,4,4,2,6,5,6,3,7,2,3,6,4,4,7,2,6,3,2,6,5,4,3,4,4,3,3,4,4,3,4,3,3,3,3,2,3,2,3,3,4,3,3,4,3,2,4,4,5,3,4,4,4,4,3,4,4,4,4,4,2,2,3,4,2,3,4,4,2,4,4,4,2,4,4,3,1,1,2,5,4,1,3,2,3,4,1,1,1,3,4,1,2,1,3,1,4,2,3,1,1,2,1,1,1,1,4,2,2,5,15,104,1,9999,1,9999,1,2,2,9999,6,9999,2,1,8,58016
3/3/22 19:30,3/10/22 3:06,0,100,545780,1,3/10/22 3:06,R_1eEkULU4FPh9fAf,anonymous,EN,I didn't get on board for a club i was running  for,extremely sad,they encouraged me to try and again and take my time,1,9999,no one,1,1,9,9,5,7,7,9,1,9,9,1,9,9,6,9,9,9,9,1,9,1,9,9,9,4,9,4,9,9,7,7,7,7,7,7,5,5,3,7,1,7,7,5,5,2,1,4,5,2,4,1,1,6,3,1,1,6,4,2,3,3,4,2,3,1,3,2,3,4,2,3,4,2,5,4,2,2,4,4,2,2,3,3,5,7,4,2,5,4,3,5,2,4,2,2,4,2,3,4,4,3,3,4,2,3,4,3,3,2,3,5,2,3,4,2,3,4,2,3,3,2,3,4,4,2,4,4,3,2,3,3,4,4,4,3,4,2,2,3,4,3,3,2,3,4,4,25,104,1,9999,1,9999,1,1,1,9999,"1,2,4,9",grandma,1,2,7,57810
3/10/22 9:41,3/10/22 9:56,0,100,928,1,3/10/22 9:56,R_2xCP6IT2WkLoSjW,anonymous,EN,Feeling stressed in starting to find housing or apartment for next school year. ,Anxious in finding listings available near campus but also more affordable.,Helping me look online for listing available as well as saying that they will contact the apartment for me. ,1,9999,Just mother.,1,2,8,7,6,8,6,8,3,8,8,3,6,8,7,7,6,4,5,1,6,3,5,3,3,6,7,2,6,8,6,7,5,6,6,7,7,3,6,2,2,6,5,6,2,3,2,6,5,2,6,4,2,5,2,2,5,5,6,5,4,4,2,3,2,3,2,4,2,3,2,3,3,4,2,2,4,3,3,4,3,4,2,7,6,6,2,6,1,6,6,2,4,4,3,2,4,4,2,4,2,2,3,3,4,2,3,3,2,2,2,3,3,2,3,3,2,2,2,1,2,4,3,2,2,3,3,2,2,3,2,4,2,4,2,3,1,2,2,2,2,1,2,2,3,2,5,16,104,1,9999,1,9999,1,1,3,Go back to visit every weekend,"1,2",9999,1,2,5,57547
3/10/22 10:21,3/10/22 10:35,0,100,828,1,3/10/22 10:35,R_1CywzcnD4rdCw0o,anonymous,EN,Because my opinion felt ignored. ,Anxious,They would normally ask me what happened and why I was acting like that. ,2,9999,Mother,1,2,6,6,6,5,5,5,4,5,5,5,5,4,4,5,4,5,4,2,4,4,4,3,5,4,5,3,5,6,4,4,4,5,5,4,3,3,3,3,3,4,5,4,3,5,3,4,4,3,4,4,4,3,2,3,3,4,4,2,4,4,2,3,2,3,4,4,2,3,2,3,3,4,3,3,2,3,3,4,2,3,3,5,4,5,4,5,3,5,5,4,2,4,4,3,2,2,3,3,2,3,3,3,3,2,3,2,2,2,4,4,2,3,3,3,3,3,2,3,3,3,3,2,4,2,3,2,2,4,3,2,2,2,2,3,3,3,3,2,2,2,3,2,3,2,4,9,104,2,9999,1,9999,1,"3,4",1,9999,"1,2,4",9999,1,2,7,57363
3/10/22 10:47,3/10/22 10:57,0,100,555,1,3/10/22 10:57,R_22MuVNeizdtRDfJ,anonymous,EN,My girlfriend at the time had committed suicide,"Sad, Angry and anxious",They provided therapy and interpersonal counselling,1,9999,9999,1,1,5,6,3,4,3,6,3,5,3,8,3,5,2,5,3,7,4,6,4,7,6,6,5,7,6,5,5,8,6,5,4,6,5,5,4,6,5,5,4,4,5,5,4,5,5,5,5,4,6,5,5,4,5,4,5,5,5,3,4,3,4,4,4,3,3,3,4,4,3,4,3,3,4,4,3,2,4,4,4,3,2,5,6,5,4,5,5,6,6,5,3,4,3,5,4,3,2,3,3,4,3,5,3,4,3,4,4,3,4,4,3,4,3,5,4,4,2,4,3,4,5,4,4,4,3,4,5,4,4,3,5,4,4,3,5,4,4,4,5,4,3,4,3,5,8,21,102,1,9999,1,9999,1,6,2,9999,"6,7",9999,1,1,1,57965
3/10/22 10:41,3/10/22 11:01,0,100,1195,1,3/10/22 11:01,R_VOtUVCMyKwy9L9L,anonymous,EN,I was not sure of what I wanted to do in the future.,"Scared, sad, anxious",They told me that I should do what I feel is best for myself and how I feel.,1,9999,Father,3,1,6,7,1,9,8,6,1,8,6,1,8,8,8,8,6,6,8,1,1,5,8,9,1,5,8,1,8,9,7,6,7,6,7,6,5,3,6,2,2,6,5,4,2,3,2,4,5,3,4,2,2,5,2,2,3,5,3,4,3,4,2,4,2,2,3,4,3,4,2,2,3,4,2,4,3,4,2,4,2,4,2,7,6,7,2,6,2,6,6,2,2,2,3,2,4,2,3,3,1,2,2,3,2,2,4,2,2,2,3,2,2,3,3,2,3,4,2,3,2,2,1,1,1,1,4,2,1,4,2,4,2,4,2,1,1,1,2,1,1,1,1,2,1,1,9,15,103,1,9999,1,9999,1,1,2,9999,6,9999,1,1,8,58078
3/10/22 10:39,3/10/22 11:06,0,100,1632,1,3/10/22 11:06,R_DC8riyAAXhVd36F,anonymous,EN,Car was broke down and auto shops kept sending me all over the place.,Extremely angry and annoyed,Told me it was going to be fine and provided financial support for repairs to ease the stress,1,9999,No one ,2,2,2,7,1,6,7,7,1,8,9,3,5,7,6,7,7,3,7,1,5,6,1,6,2,1,6,4,2,8,5,5,5,4,4,4,3,6,3,5,4,4,6,6,2,2,1,4,7,2,4,3,3,5,2,2,3,5,3,4,2,3,2,4,2,2,2,3,2,3,2,2,4,3,2,3,4,3,3,2,2,4,4,5,6,7,1,7,1,6,6,3,2,4,1,2,2,3,1,2,4,3,1,3,1,2,2,3,3,3,4,3,3,1,2,2,4,2,1,5,1,1,5,5,4,2,5,5,5,1,1,2,3,2,2,5,4,4,4,2,3,4,5,1,3,4,7,27,101,1,9999,1,9999,1,2,2,9999,6,9999,1,1,7,57797
3/10/22 11:18,3/10/22 11:28,0,100,583,1,3/10/22 11:28,R_dcVXT8keGEBGJWN,anonymous,EN,I was upset because I had to withdraw from a course due to a bad teacher.,"I felt mostly scared, sad, and angry.",My parents told me it was okay and to fix my mistakes for next time.  ,1,9999,N/A,2,1,9,9,4,9,9,9,5,9,9,2,9,9,9,9,9,9,7,8,8,7,8,8,5,6,7,7,6,7,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,5,6,6,5,6,5,3,4,5,4,4,3,5,2,5,3,3,4,3,3,4,2,4,2,4,3,4,2,4,3,4,3,3,3,6,5,6,5,6,5,6,4,5,3,4,3,2,4,3,2,4,3,4,3,4,3,3,4,2,4,3,3,4,2,1,1,5,4,4,2,4,3,3,4,3,2,3,4,2,3,4,3,2,2,4,3,3,2,4,2,3,3,3,2,4,3,4,5,29,104,1,9999,1,9999,1,1,2,9999,6,9999,2,2,7,58144
3/9/22 18:28,3/10/22 11:48,0,100,62410,1,3/10/22 11:48,R_OrNqQdhW7ipMWZP,anonymous,EN,I was upset because my boyfriend had broken up with me at the time.,I was very sad. ,"My mother assured me that after a few days, I would be ok.",1,9999,No one,1,2,1,6,1,6,4,5,1,5,1,5,3,2,5,5,1,1,4,1,1,1,1,5,1,1,5,1,1,5,3,4,3,4,4,3,2,6,2,2,5,3,5,5,2,4,3,1,4,2,4,4,3,4,3,3,4,4,2,4,2,3,4,3,3,2,3,2,3,2,2,2,3,3,3,4,4,3,4,2,4,4,2,4,3,4,5,3,5,3,5,3,4,3,4,2,4,2,3,4,3,2,2,2,3,3,3,3,3,3,3,3,2,2,4,3,2,3,2,3,4,3,2,3,4,2,4,3,2,3,3,3,2,4,2,2,3,3,2,3,3,3,2,3,2,3,11,17,104,2,9999,1,9999,1,3,1,9999,"1,4",9999,2,1,3,58129
3/10/22 11:46,3/10/22 12:10,0,100,1395,1,3/10/22 12:10,R_21sPBBKNaurO2BY,anonymous,EN,over something school related,angry and disrespected,my mother offered words to comfort me. she told me what isnt for me isnt for me.,1,9999,no one,1,2,6,6,6,6,5,7,5,6,6,7,6,8,7,6,6,7,7,7,6,7,6,7,8,7,6,7,8,7,5,5,6,7,6,7,6,7,6,7,7,6,7,6,7,7,7,7,7,6,7,7,6,7,6,7,5,6,7,5,4,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,4,4,3,5,7,4,3,6,6,5,2,5,2,4,5,4,5,5,5,4,5,5,4,5,3,5,4,4,5,4,4,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,5,4,4,5,4,5,5,3,19,103,1,9999,1,9999,2,3,2,9999,"5,6",9999,2,1,4,57939
3/10/22 12:24,3/10/22 12:29,0,100,333,1,3/10/22 12:29,R_3qPEpr7YnFCrxdP,anonymous,EN,"too annoy, or things happened too fast and too many I can't handle them.",anxious,talk to them and they told me to express myself without any concern,1,9999,Friends,1,1,5,5,5,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,3,5,4,4,4,3,4,5,4,3,4,4,4,5,4,3,4,5,3,4,4,3,4,4,4,4,3,3,2,4,3,2,1,2,3,4,2,3,4,3,3,3,3,2,3,3,2,4,4,3,4,6,4,3,4,4,4,4,4,4,4,2,3,4,2,3,2,3,3,3,3,3,2,3,3,3,3,4,3,2,3,4,5,4,3,2,3,4,5,4,3,2,2,3,4,5,4,3,2,3,4,3,3,3,2,3,3,2,3,4,3,3,3,5,8,103,2,9999,1,9999,1,1,1,9999,1,9999,1,1,3,57561
3/10/22 12:57,3/10/22 13:16,0,100,1149,1,3/10/22 13:16,R_1jBUtPdRmXPQpCZ,anonymous,EN,I was angry with my brother and we got into an argument,"Angry, frustrated and tired",by providing me with my own space,1,9999,no one else,1,2,1,1,7,9,7,7,1,3,9,3,1,1,1,2,1,1,1,1,2,1,3,1,9,1,3,6,6,2,4,4,3,7,7,7,3,3,2,1,3,2,5,3,1,7,3,1,5,6,2,7,2,7,3,5,7,3,2,4,3,5,2,2,3,4,4,5,4,3,5,4,1,3,4,3,4,3,4,4,3,2,3,1,3,4,5,4,5,3,2,6,4,4,4,3,5,2,5,5,2,2,5,2,5,2,2,5,2,2,2,1,1,5,2,2,1,1,1,1,4,4,1,1,1,2,1,1,1,4,4,5,2,4,3,2,1,1,1,1,1,1,2,2,1,1,4,11,104,1,9999,1,9999,1,1,2,9999,6,9999,1,2,7,58513
3/10/22 12:34,3/10/22 13:22,0,100,2857,1,3/10/22 13:22,R_3M9DcY2Iw9bSzcJ,anonymous,EN,"Daddy issues, parents separation, workaholic mom, balancing three jobs to take care of my siblings","sad, angry, frustrated, and mad at the world","As I went through a rough time period in my life with my parents separation, my mother tried her best to guide me towards the right path by reminding me the true values of life. My mother gave me reassurance and told me that my emotions are valid and temporarily, which will get better through the years. ",1,9999,No one,1,2,9,7,4,9,9,9,1,8,8,1,9,8,8,8,5,5,9,1,7,1,5,9,1,9,9,1,9,9,7,6,7,7,6,7,7,1,7,1,1,7,7,7,1,5,1,7,7,1,7,1,1,7,1,1,1,7,7,5,1,5,1,5,2,4,1,5,1,4,3,3,4,5,2,5,3,4,1,5,2,4,2,7,7,7,2,7,1,7,7,1,4,5,5,2,4,4,3,5,2,2,2,2,2,1,4,2,1,1,4,3,2,1,2,3,4,4,2,3,4,1,1,2,1,1,5,1,2,5,1,5,2,4,1,1,2,1,3,1,2,2,2,4,2,3,10,9,101,2,9999,2,9999,2,1,2,9999,"1,4,6,7",9999,1,1,1,58517
3/10/22 13:25,3/10/22 13:33,0,100,468,1,3/10/22 13:33,R_27g1D5Qx1c74tPz,anonymous,EN,my high school boyfriend broke up with me,"sad, heartbroken","i never open up to my mom about the boys i choose to let into my life but when i experienced my first heart break, i immediately felt the need to call her for comfort. she told me to f him and that i am in a better place now that i am starting a new chapter in life at ucr. she comforted me and told me that everything would be okay.",1,9999,my college friends,3,1,9,9,1,9,5,9,1,9,9,1,9,5,9,9,9,9,9,1,9,1,9,9,1,1,9,1,1,9,7,6,7,7,7,7,7,1,6,6,1,7,7,7,5,7,3,5,7,3,6,2,1,5,1,3,5,6,6,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,2,7,5,7,6,2,5,5,5,5,5,4,2,4,5,2,1,5,2,2,4,2,5,5,4,5,4,3,3,4,3,5,4,4,3,4,5,2,4,4,4,4,5,2,2,4,4,2,4,4,3,4,2,5,5,2,5,2,4,4,4,20,102,2,9999,1,9999,2,1,2,9999,6,9999,2,1,7,58491
